fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00072493,TRIP00082153,TRK00014,DRV00098,2024-11-19 04:00:00,Memphis,NY,98.0,3.183,311.93,FC317238
FUEL00072494,TRIP00003953,TRK00069,DRV00120,2022-02-22 10:00:00,Los Angeles,MI,109.1,3.619,394.83,FC520645
FUEL00072495,TRIP00007293,TRK00097,DRV00122,2022-04-06 13:00:00,Nashville,NC,159.3,4.805,765.44,FC804022
FUEL00072496,TRIP00019265,TRK00059,DRV00083,2022-09-03 18:00:00,Atlanta,WA,113.5,3.663,415.75,FC908400
FUEL00072497,TRIP00075646,TRK00024,DRV00006,2024-08-30 04:00:00,Charlotte,TN,194.0,4.028,781.43,FC581402
FUEL00072498,TRIP00028690,TRK00011,DRV00095,2023-01-02 10:00:00,Houston,TN,143.4,3.926,562.99,FC785289
FUEL00072499,TRIP00066559,TRK00015,DRV00111,2024-05-05 14:00:00,Atlanta,TX,172.6,3.272,564.75,FC696786
FUEL00072500,TRIP00010267,TRK00116,DRV00100,2022-05-12 02:00:00,Atlanta,TX,178.3,4.194,747.79,FC805578
FUEL00072501,TRIP00033554,TRK00007,DRV00059,2023-03-06 10:00:00,Houston,OH,130.3,3.982,518.85,FC427604
FUEL00072502,TRIP00025275,TRK00097,DRV00149,2022-11-20 10:00:00,Houston,NC,185.2,4.748,879.33,FC105465
FUEL00072503,TRIP00082087,TRK00014,DRV00088,2024-11-20 18:00:00,Dallas,TN,105.3,3.177,334.54,FC253283
FUEL00072504,TRIP00014273,TRK00015,DRV00047,2022-07-04 09:00:00,Charlotte,PA,96.6,3.494,337.52,FC301041
FUEL00072505,TRIP00078080,TRK00083,DRV00028,2024-10-01 19:00:00,Denver,TX,184.9,3.45,637.91,FC290561
FUEL00072506,TRIP00037669,TRK00043,DRV00117,2023-04-27 10:00:00,Atlanta,MI,138.4,3.938,545.02,FC966367
FUEL00072507,TRIP00006745,TRK00055,DRV00104,2022-03-30 00:00:00,Seattle,UT,118.6,4.938,585.65,FC895182
FUEL00072508,TRIP00034524,TRK00092,DRV00015,2023-03-20 04:00:00,Denver,WA,100.4,3.973,398.89,FC648955
FUEL00072509,TRIP00076763,TRK00114,DRV00126,2024-09-13 04:00:00,Los Angeles,MN,66.7,4.024,268.4,FC815734
FUEL00072510,TRIP00026141,TRK00051,DRV00016,2022-12-01 16:00:00,Charlotte,PA,145.0,4.032,584.64,FC420943
FUEL00072511,TRIP00019167,TRK00039,DRV00138,2022-09-04 06:00:00,Kansas City,IL,179.5,3.525,632.74,FC148809
FUEL00072512,TRIP00026136,TRK00049,DRV00063,2022-11-29 07:00:00,Philadelphia,NY,183.2,4.767,873.31,FC156124
FUEL00072513,TRIP00030833,TRK00020,DRV00150,2023-01-31 19:00:00,Seattle,TX,154.1,3.803,586.04,FC728473
FUEL00072514,TRIP00006794,TRK00083,,2022-03-31 21:00:00,Indianapolis,WA,108.4,4.584,496.91,FC627477
FUEL00072515,TRIP00068408,TRK00014,DRV00036,2024-05-28 20:00:00,Columbus,MN,102.9,4.032,414.89,FC510214
FUEL00072516,TRIP00006448,TRK00014,DRV00097,2022-03-26 09:00:00,Denver,MN,93.7,3.548,332.45,FC388321
FUEL00072517,TRIP00058319,TRK00105,DRV00141,2024-01-22 17:00:00,Oklahoma City,NE,89.5,3.384,302.87,FC641184
FUEL00072518,TRIP00033844,TRK00103,DRV00130,2023-03-09 16:00:00,Houston,TN,145.2,3.454,501.52,FC266149
FUEL00072519,TRIP00062835,TRK00074,DRV00095,2024-03-19 22:00:00,Atlanta,NY,72.0,3.206,230.83,FC548971
FUEL00072520,TRIP00021392,TRK00085,,2022-10-01 22:00:00,Dallas,IN,188.0,4.489,843.93,FC516741
FUEL00072521,TRIP00034753,TRK00110,DRV00114,2023-03-23 02:00:00,Oklahoma City,UT,108.1,3.481,376.3,FC166360
FUEL00072522,TRIP00036744,,DRV00081,2023-04-16 00:00:00,Houston,WA,109.6,4.307,472.05,FC537117
FUEL00072523,TRIP00075748,TRK00048,DRV00026,2024-09-01 00:00:00,Columbus,IN,154.6,4.104,634.48,FC211371
FUEL00072524,TRIP00084104,TRK00115,DRV00084,2024-12-14 04:00:00,Atlanta,MO,72.8,3.324,241.99,FC257733
FUEL00072525,TRIP00055220,TRK00110,DRV00098,2023-12-13 06:00:00,Minneapolis,NY,103.7,4.432,459.6,FC418025
FUEL00072526,TRIP00042625,TRK00106,DRV00071,2023-07-02 04:00:00,Denver,NE,167.5,4.171,698.64,FC822589
FUEL00072527,TRIP00060543,TRK00062,DRV00132,2024-02-18 15:00:00,Portland,WA,151.5,3.564,539.95,FC485543
FUEL00072528,TRIP00004376,TRK00036,DRV00055,2022-02-26 18:00:00,Detroit,MN,115.6,3.403,393.39,FC736496
FUEL00072529,TRIP00020090,TRK00038,DRV00065,2022-09-15 23:00:00,Milwaukee,IL,56.3,3.802,214.05,FC796163
FUEL00072530,TRIP00063970,TRK00057,DRV00082,2024-04-02 02:00:00,Detroit,TN,143.1,3.558,509.15,FC146977
FUEL00072531,TRIP00017866,TRK00036,DRV00084,2022-08-17 17:00:00,Salt Lake City,OH,112.8,3.401,383.63,FC967616
FUEL00072532,TRIP00032087,TRK00020,DRV00097,2023-02-16 05:00:00,Detroit,OK,135.3,4.24,573.67,FC332778
FUEL00072533,TRIP00070679,TRK00026,DRV00141,2024-06-27 14:00:00,Dallas,OR,83.9,3.239,271.75,FC330253
FUEL00072534,TRIP00059745,,DRV00141,2024-02-08 23:00:00,Houston,FL,171.4,4.073,698.11,FC129793
FUEL00072535,TRIP00012367,TRK00043,DRV00011,2022-06-09 02:00:00,Kansas City,MN,65.9,4.586,302.22,FC318672
FUEL00072536,TRIP00060005,TRK00091,DRV00059,2024-02-13 02:00:00,Las Vegas,TX,72.2,3.228,233.06,FC227634
FUEL00072537,TRIP00034487,TRK00010,DRV00087,2023-03-20 17:00:00,Memphis,PA,184.6,4.407,813.53,FC719262
FUEL00072538,TRIP00026947,TRK00079,DRV00107,2022-12-10 19:00:00,New York,TN,64.0,4.904,313.86,FC547621
FUEL00072539,TRIP00082292,TRK00018,DRV00144,2024-11-21 21:00:00,Salt Lake City,PA,189.2,3.433,649.52,FC858998
FUEL00072540,TRIP00041505,TRK00001,DRV00036,2023-06-17 03:00:00,Nashville,OH,118.1,4.092,483.27,FC727935
FUEL00072541,TRIP00033432,TRK00098,DRV00126,2023-03-04 20:00:00,Memphis,CA,189.7,3.618,686.33,FC691189
FUEL00072542,TRIP00021080,TRK00048,DRV00064,2022-09-26 02:00:00,Los Angeles,NY,159.7,3.666,585.46,FC518509
FUEL00072543,TRIP00075971,TRK00106,DRV00050,2024-09-04 17:00:00,Oklahoma City,TN,181.8,4.147,753.92,FC242565
FUEL00072544,TRIP00075707,TRK00108,DRV00063,2024-08-30 19:00:00,Salt Lake City,PA,86.6,3.648,315.92,FC563427
FUEL00072545,TRIP00027021,TRK00024,DRV00006,2022-12-13 22:00:00,Nashville,NE,161.3,3.852,621.33,FC145555
FUEL00072546,TRIP00001264,TRK00004,DRV00092,2022-01-17 11:00:00,Columbus,NV,72.3,4.719,341.18,FC910466
FUEL00072547,TRIP00083480,TRK00108,DRV00078,2024-12-08 18:00:00,Los Angeles,GA,143.1,3.913,559.95,FC935900
FUEL00072548,TRIP00028885,TRK00053,DRV00013,2023-01-06 09:00:00,Denver,AZ,105.1,3.525,370.48,FC504711
FUEL00072549,TRIP00069860,TRK00086,DRV00108,2024-06-15 13:00:00,Portland,CO,111.1,3.244,360.41,FC156739
FUEL00072550,TRIP00033781,TRK00054,DRV00124,2023-03-10 22:00:00,Charlotte,NV,198.3,3.602,714.28,FC807832
FUEL00072551,TRIP00027071,TRK00108,DRV00060,2022-12-13 07:00:00,Las Vegas,GA,177.1,4.028,713.36,FC440589
FUEL00072552,TRIP00080642,TRK00084,DRV00107,2024-11-02 15:00:00,Kansas City,TN,71.9,4.044,290.76,FC514779
FUEL00072553,TRIP00002670,TRK00068,DRV00043,2022-02-04 10:00:00,New York,OH,184.2,4.519,832.4,FC141024
FUEL00072554,TRIP00017542,TRK00098,DRV00109,2022-08-14 19:00:00,Portland,OK,55.1,3.953,217.81,FC511217
FUEL00072555,TRIP00076331,TRK00054,DRV00009,2024-09-06 11:00:00,Oklahoma City,TN,63.5,3.709,235.52,FC388678
FUEL00072556,TRIP00068314,TRK00079,DRV00017,2024-05-27 14:00:00,Minneapolis,UT,183.0,3.304,604.63,FC798471
FUEL00072557,TRIP00055331,TRK00101,DRV00062,2023-12-12 21:00:00,New York,FL,103.9,3.801,394.92,FC992987
FUEL00072558,TRIP00081190,TRK00095,DRV00110,2024-11-08 12:00:00,Minneapolis,MN,80.6,3.386,272.91,FC766212
FUEL00072559,TRIP00035379,TRK00110,DRV00044,2023-03-30 19:00:00,Seattle,NV,94.2,3.47,326.87,FC462734
FUEL00072560,TRIP00009953,TRK00107,DRV00023,2022-05-08 08:00:00,Houston,NV,141.1,4.359,615.05,FC922317
FUEL00072561,TRIP00049031,TRK00009,DRV00074,2023-09-22 02:00:00,Nashville,MI,122.0,4.383,534.73,FC512228
FUEL00072562,TRIP00068949,TRK00076,DRV00142,2024-06-04 04:00:00,Atlanta,CA,163.6,3.78,618.41,FC734063
FUEL00072563,TRIP00019933,TRK00008,DRV00020,2022-09-12 02:00:00,Indianapolis,MN,150.7,4.22,635.95,FC496332
FUEL00072564,TRIP00082152,TRK00090,DRV00045,2024-11-18 05:00:00,Philadelphia,AZ,196.9,3.258,641.5,FC839305
FUEL00072565,TRIP00024359,TRK00112,DRV00037,2022-11-09 15:00:00,Atlanta,NV,124.2,3.534,438.92,FC585786
FUEL00072566,TRIP00000700,TRK00114,DRV00090,2022-01-11 06:00:00,Las Vegas,CO,60.7,4.467,271.15,FC708220
FUEL00072567,TRIP00001490,TRK00040,DRV00029,2022-01-20 12:00:00,Atlanta,AZ,51.9,4.593,238.38,FC297596
FUEL00072568,TRIP00033134,TRK00040,DRV00050,2023-02-28 16:00:00,Portland,PA,52.3,4.396,229.91,FC332587
FUEL00072569,TRIP00018394,TRK00095,DRV00133,2022-08-23 07:00:00,Denver,OR,175.4,4.358,764.39,FC975408
FUEL00072570,TRIP00084456,TRK00061,DRV00105,2024-12-19 14:00:00,Denver,WI,128.3,3.647,467.91,FC176887
FUEL00072571,TRIP00039412,TRK00033,DRV00146,2023-05-21 06:00:00,Philadelphia,IN,114.2,3.57,407.69,FC874053
FUEL00072572,TRIP00084610,TRK00055,DRV00005,2024-12-21 04:00:00,Chicago,WI,170.6,3.475,592.84,FC624476
FUEL00072573,TRIP00039727,TRK00113,DRV00057,2023-05-26 05:00:00,Houston,PA,82.2,3.47,285.23,FC675249
FUEL00072574,TRIP00075560,TRK00039,DRV00089,2024-08-29 18:00:00,Milwaukee,WA,78.1,3.156,246.48,FC230293
FUEL00072575,TRIP00008979,TRK00053,DRV00120,2022-04-27 12:00:00,Omaha,OH,62.3,4.2,261.66,FC767464
FUEL00072576,TRIP00019211,TRK00004,DRV00103,2022-09-04 03:00:00,Minneapolis,NC,118.6,3.625,429.92,FC518191
FUEL00072577,TRIP00030285,TRK00080,DRV00084,2023-01-22 08:00:00,Omaha,PA,139.6,3.994,557.56,FC293815
FUEL00072578,TRIP00030863,TRK00074,DRV00010,2023-01-30 01:00:00,Philadelphia,IL,195.2,4.355,850.1,FC161087
FUEL00072579,TRIP00076141,TRK00082,DRV00100,2024-09-05 21:00:00,Minneapolis,CO,121.9,4.024,490.53,FC258342
FUEL00072580,TRIP00013178,TRK00115,DRV00022,2022-06-20 04:00:00,New York,NE,70.2,4.847,340.26,FC840325
FUEL00072581,TRIP00056648,TRK00016,,2023-12-30 06:00:00,Kansas City,OR,107.0,3.441,368.19,FC966118
FUEL00072582,TRIP00049859,TRK00065,DRV00034,2023-10-05 04:00:00,Houston,NC,182.7,3.847,702.85,FC471748
FUEL00072583,TRIP00017293,TRK00020,DRV00084,2022-08-11 14:00:00,Miami,TN,70.6,4.187,295.6,FC808396
FUEL00072584,TRIP00084678,TRK00074,DRV00084,2024-12-22 04:00:00,Portland,MN,146.6,3.259,477.77,FC849593
FUEL00072585,TRIP00022690,TRK00052,DRV00147,2022-10-17 01:00:00,Memphis,TN,110.9,4.742,525.89,FC946740
FUEL00072586,TRIP00082136,TRK00072,DRV00049,2024-11-20 04:00:00,New York,OK,129.3,3.997,516.81,FC427146
FUEL00072587,TRIP00066523,TRK00025,DRV00001,2024-05-07 12:00:00,New York,MN,119.8,3.952,473.45,FC162511
FUEL00072588,TRIP00012130,TRK00050,DRV00015,2022-06-05 05:00:00,Minneapolis,TX,159.0,4.229,672.41,FC161553
FUEL00072589,TRIP00065662,TRK00038,DRV00145,2024-04-25 01:00:00,Atlanta,OR,193.7,3.548,687.25,FC166881
FUEL00072590,TRIP00029962,TRK00019,,2023-01-19 13:00:00,Memphis,IN,63.9,3.39,216.62,FC443759
FUEL00072591,TRIP00070541,TRK00052,DRV00029,2024-06-26 02:00:00,Chicago,CA,103.8,4.026,417.9,FC609537
FUEL00072592,TRIP00069841,TRK00097,DRV00026,2024-06-17 07:00:00,Portland,NE,145.3,3.456,502.16,FC650221
FUEL00072593,TRIP00054414,TRK00062,DRV00006,2023-12-02 14:00:00,Portland,WA,64.0,3.724,238.34,FC331366
FUEL00072594,TRIP00029249,,DRV00064,2023-01-09 16:00:00,Charlotte,WA,198.8,3.826,760.61,FC610961
FUEL00072595,TRIP00081288,TRK00051,DRV00014,2024-11-08 06:00:00,Kansas City,MI,120.3,3.901,469.29,FC223514
FUEL00072596,TRIP00011471,TRK00080,DRV00078,2022-05-29 11:00:00,Chicago,FL,119.2,3.613,430.67,FC320675
FUEL00072597,TRIP00013733,TRK00116,DRV00029,2022-06-27 00:00:00,Philadelphia,MI,145.4,4.735,688.47,FC610634
FUEL00072598,TRIP00012242,TRK00070,DRV00097,2022-06-07 23:00:00,Atlanta,GA,158.1,4.594,726.31,FC458535
FUEL00072599,TRIP00052017,TRK00054,DRV00057,2023-10-31 20:00:00,Philadelphia,OR,134.8,3.531,475.98,FC141362
FUEL00072600,TRIP00026034,TRK00097,DRV00149,2022-11-30 06:00:00,Indianapolis,MI,142.0,3.707,526.39,FC553135
FUEL00072601,TRIP00016759,TRK00041,DRV00129,2022-08-05 08:00:00,Denver,MO,165.0,3.725,614.62,FC517297
FUEL00072602,TRIP00072406,TRK00064,DRV00104,2024-07-20 01:00:00,Charlotte,FL,85.0,3.821,324.79,FC391946
FUEL00072603,TRIP00046547,TRK00070,DRV00122,2023-08-21 13:00:00,Kansas City,IN,111.0,3.277,363.75,FC610939
FUEL00072604,TRIP00065820,TRK00016,DRV00132,2024-04-27 15:00:00,Dallas,MO,138.5,3.981,551.37,FC674650
FUEL00072605,TRIP00027869,TRK00031,DRV00095,2022-12-23 11:00:00,Charlotte,NC,127.7,4.422,564.69,FC950332
FUEL00072606,TRIP00067533,,DRV00060,2024-05-19 19:00:00,Columbus,NV,176.0,3.829,673.9,FC216598
FUEL00072607,TRIP00067791,TRK00062,DRV00150,2024-05-20 23:00:00,Memphis,TX,104.6,4.121,431.06,FC623240
FUEL00072608,TRIP00002750,,DRV00100,2022-02-04 12:00:00,Kansas City,TX,178.1,3.852,686.04,FC267571
FUEL00072609,TRIP00053507,TRK00002,DRV00025,2023-11-20 12:00:00,Oklahoma City,TX,102.2,4.103,419.33,FC485376
FUEL00072610,TRIP00059762,TRK00115,DRV00074,2024-02-10 07:00:00,Detroit,NC,146.5,3.558,521.25,FC661470
FUEL00072611,TRIP00025901,TRK00069,DRV00057,2022-11-27 14:00:00,Miami,MI,190.3,4.799,913.25,FC790015
FUEL00072612,TRIP00004509,TRK00067,DRV00101,2022-02-27 20:00:00,New York,MI,102.3,4.898,501.07,FC453117
FUEL00072613,TRIP00035958,TRK00067,DRV00030,2023-04-05 21:00:00,Salt Lake City,MO,80.1,3.335,267.13,FC720688
FUEL00072614,TRIP00075131,TRK00108,DRV00089,2024-08-22 12:00:00,Charlotte,AZ,136.7,3.8,519.46,FC137229
FUEL00072615,TRIP00047548,TRK00086,DRV00057,2023-09-05 04:00:00,Philadelphia,PA,98.0,3.683,360.93,FC579078
FUEL00072616,TRIP00045177,TRK00036,DRV00075,2023-08-03 07:00:00,Chicago,FL,167.8,4.178,701.07,FC767150
FUEL00072617,TRIP00055683,TRK00097,DRV00037,2023-12-17 11:00:00,Omaha,IL,90.9,4.404,400.32,FC791903
FUEL00072618,TRIP00013617,TRK00019,DRV00009,2022-06-24 14:00:00,Columbus,AZ,170.6,3.994,681.38,FC514760
FUEL00072619,TRIP00074010,TRK00043,DRV00104,2024-08-08 05:00:00,Minneapolis,WI,171.8,3.678,631.88,FC697892
FUEL00072620,TRIP00044654,TRK00019,DRV00051,2023-07-27 14:00:00,Seattle,UT,87.9,4.346,382.01,FC749241
FUEL00072621,TRIP00075296,TRK00053,DRV00025,2024-08-24 17:00:00,Seattle,IN,130.4,3.756,489.78,FC785543
FUEL00072622,TRIP00058229,TRK00074,DRV00100,2024-01-20 06:00:00,Charlotte,NY,180.6,3.295,595.08,FC842710
FUEL00072623,TRIP00066812,TRK00038,DRV00109,2024-05-08 00:00:00,Milwaukee,OR,146.4,3.412,499.52,FC955370
FUEL00072624,TRIP00068649,TRK00076,DRV00070,2024-06-02 17:00:00,Charlotte,PA,105.5,3.807,401.64,FC605181
FUEL00072625,TRIP00082664,TRK00062,DRV00142,2024-11-26 05:00:00,Atlanta,OH,160.2,3.693,591.62,FC850155
FUEL00072626,TRIP00000193,TRK00015,DRV00113,2022-01-05 19:00:00,Columbus,NE,84.0,4.928,413.95,FC979490
FUEL00072627,TRIP00038459,TRK00101,DRV00011,2023-05-10 20:00:00,Omaha,WA,161.7,4.449,719.4,FC542801
FUEL00072628,TRIP00023640,TRK00040,DRV00063,2022-10-30 09:00:00,Memphis,OH,159.1,3.582,569.9,FC638057
FUEL00072629,TRIP00014389,TRK00068,DRV00002,2022-07-04 13:00:00,New York,TN,66.5,4.336,288.34,FC998613
FUEL00072630,TRIP00012170,TRK00018,DRV00014,2022-06-08 02:00:00,Indianapolis,PA,84.5,4.271,360.9,FC227022
FUEL00072631,TRIP00027404,TRK00073,DRV00019,2022-12-17 11:00:00,Denver,CA,133.6,4.378,584.9,FC999009
FUEL00072632,TRIP00042565,TRK00099,DRV00142,2023-07-01 01:00:00,Miami,TN,64.6,3.991,257.82,FC842807
FUEL00072633,TRIP00012871,TRK00033,DRV00043,2022-06-16 10:00:00,Phoenix,MI,143.2,4.535,649.41,FC558176
FUEL00072634,TRIP00007078,TRK00098,DRV00001,2022-04-03 12:00:00,Omaha,AZ,70.6,4.516,318.83,FC464571
FUEL00072635,TRIP00061309,TRK00018,DRV00034,2024-02-28 09:00:00,Las Vegas,NY,125.9,3.681,463.44,FC123504
FUEL00072636,TRIP00047526,TRK00049,DRV00101,2023-09-03 05:00:00,Denver,GA,146.2,3.666,535.97,FC791188
FUEL00072637,TRIP00048892,TRK00008,DRV00084,2023-09-22 15:00:00,Houston,FL,176.9,4.186,740.5,FC875799
FUEL00072638,TRIP00051937,TRK00068,DRV00036,2023-10-31 13:00:00,Omaha,GA,118.4,3.257,385.63,FC620761
FUEL00072639,TRIP00068537,TRK00015,DRV00126,2024-06-01 16:00:00,Houston,WI,73.0,4.022,293.61,FC642256
FUEL00072640,TRIP00067488,TRK00016,DRV00122,2024-05-17 11:00:00,Columbus,IL,122.4,3.207,392.54,FC939052
FUEL00072641,TRIP00078882,TRK00103,DRV00016,2024-10-10 00:00:00,Milwaukee,NC,158.7,3.994,633.85,FC529869
FUEL00072642,TRIP00041353,TRK00054,DRV00124,2023-06-17 07:00:00,Kansas City,NV,84.6,3.302,279.35,FC661915
FUEL00072643,TRIP00023117,TRK00061,DRV00014,2022-10-23 18:00:00,Atlanta,OK,112.3,4.664,523.77,FC312004
FUEL00072644,TRIP00030424,TRK00082,DRV00056,2023-01-26 08:00:00,Nashville,GA,123.3,3.681,453.87,FC897076
FUEL00072645,TRIP00036327,TRK00033,DRV00147,2023-04-10 10:00:00,Portland,TX,69.4,4.033,279.89,FC534329
FUEL00072646,TRIP00012799,TRK00090,DRV00085,2022-06-15 12:00:00,Portland,PA,147.1,3.985,586.19,FC481353
FUEL00072647,TRIP00042965,TRK00115,DRV00114,2023-07-06 22:00:00,Nashville,CA,50.1,4.209,210.87,FC272565
FUEL00072648,TRIP00001995,TRK00002,DRV00058,2022-01-28 12:00:00,Atlanta,UT,130.7,3.452,451.18,FC798312
FUEL00072649,TRIP00066148,TRK00015,DRV00085,2024-05-01 12:00:00,New York,TN,65.8,3.767,247.87,FC956207
FUEL00072650,TRIP00056621,,DRV00079,2024-01-01 21:00:00,Minneapolis,IL,173.5,3.501,607.42,FC395974
FUEL00072651,TRIP00033517,TRK00050,DRV00108,2023-03-06 23:00:00,Miami,OH,88.6,3.533,313.02,FC573390
FUEL00072652,TRIP00003962,TRK00016,DRV00057,2022-02-21 20:00:00,Portland,IN,53.2,3.448,183.43,FC447113
FUEL00072653,TRIP00032345,TRK00080,DRV00121,2023-02-20 14:00:00,Memphis,TN,65.2,4.265,278.08,FC580837
FUEL00072654,TRIP00053515,TRK00057,DRV00075,2023-11-22 00:00:00,New York,NE,197.8,4.08,807.02,FC359858
FUEL00072655,TRIP00020155,TRK00039,DRV00114,2022-09-16 11:00:00,Charlotte,NC,98.1,4.787,469.6,FC135314
FUEL00072656,TRIP00019356,TRK00006,DRV00025,2022-09-06 23:00:00,New York,NY,106.8,3.668,391.74,FC200352
FUEL00072657,TRIP00003503,TRK00098,DRV00075,2022-02-14 12:00:00,Milwaukee,FL,198.1,3.86,764.67,FC569843
FUEL00072658,TRIP00015181,TRK00040,DRV00111,2022-07-16 01:00:00,Philadelphia,MI,184.1,4.572,841.71,FC305776
FUEL00072659,TRIP00005202,TRK00026,DRV00070,2022-03-08 11:00:00,Milwaukee,TX,90.3,4.975,449.24,FC900754
FUEL00072660,TRIP00020225,TRK00091,DRV00047,2022-09-17 14:00:00,Philadelphia,IN,173.1,3.838,664.36,FC665744
FUEL00072661,TRIP00071644,TRK00098,DRV00075,2024-07-08 16:00:00,Chicago,OH,154.6,3.303,510.64,FC541410
FUEL00072662,TRIP00050457,TRK00023,DRV00034,2023-10-11 20:00:00,Philadelphia,OK,81.8,3.256,266.34,FC444687
FUEL00072663,TRIP00002593,TRK00074,DRV00069,2022-02-04 13:00:00,New York,AZ,97.0,4.142,401.77,FC966151
FUEL00072664,TRIP00064682,TRK00052,DRV00123,2024-04-13 11:00:00,Nashville,TN,68.6,3.314,227.34,FC464537
FUEL00072665,TRIP00041063,TRK00097,DRV00013,2023-06-12 09:00:00,Philadelphia,CA,125.9,4.429,557.61,FC970667
FUEL00072666,TRIP00022439,TRK00045,DRV00002,2022-10-15 11:00:00,Salt Lake City,TN,165.2,4.745,783.87,FC428012
FUEL00072667,TRIP00042060,TRK00120,DRV00005,2023-06-26 17:00:00,Phoenix,WA,169.4,4.053,686.58,FC814817
FUEL00072668,TRIP00028368,TRK00071,DRV00077,2022-12-29 09:00:00,Oklahoma City,WI,187.6,4.787,898.04,FC573362
FUEL00072669,TRIP00080277,TRK00061,DRV00082,2024-10-28 05:00:00,Detroit,MI,183.6,3.275,601.29,FC490689
FUEL00072670,TRIP00055635,TRK00083,DRV00111,2023-12-18 17:00:00,Phoenix,OR,57.5,3.307,190.15,FC234768
FUEL00072671,TRIP00053089,TRK00044,DRV00065,2023-11-14 01:00:00,Salt Lake City,TN,155.0,4.36,675.8,FC552415
FUEL00072672,TRIP00030395,TRK00074,DRV00057,2023-01-23 13:00:00,Salt Lake City,PA,114.1,3.34,381.09,FC383333
FUEL00072673,TRIP00067255,TRK00101,DRV00139,2024-05-14 05:00:00,Las Vegas,AZ,120.8,3.212,388.01,FC262794
FUEL00072674,TRIP00009116,TRK00012,DRV00011,2022-04-28 07:00:00,Atlanta,IL,118.2,4.27,504.71,FC657580
FUEL00072675,TRIP00000040,TRK00001,DRV00044,2022-01-01 02:00:00,Nashville,CA,88.5,4.126,365.15,FC201306
FUEL00072676,TRIP00005621,TRK00111,DRV00065,2022-03-13 09:00:00,Atlanta,OH,133.3,4.169,555.73,FC812849
FUEL00072677,TRIP00040522,TRK00061,DRV00114,2023-06-05 03:00:00,Oklahoma City,NE,191.2,3.334,637.46,FC707402
FUEL00072678,TRIP00002168,TRK00098,DRV00004,2022-01-30 15:00:00,Nashville,MO,72.7,4.632,336.75,FC680893
FUEL00072679,TRIP00004161,TRK00018,DRV00123,2022-02-23 15:00:00,Phoenix,CA,183.4,4.282,785.32,FC779280
FUEL00072680,TRIP00068774,TRK00040,DRV00107,2024-06-03 14:00:00,Portland,OH,150.2,3.815,573.01,FC792218
FUEL00072681,TRIP00041820,TRK00052,DRV00102,2023-06-22 15:00:00,Philadelphia,OK,128.0,3.662,468.74,FC312269
FUEL00072682,TRIP00027120,TRK00050,DRV00114,2022-12-12 02:00:00,Oklahoma City,AZ,127.2,3.484,443.16,FC507824
FUEL00072683,TRIP00063347,TRK00086,DRV00051,2024-03-25 17:00:00,Los Angeles,AZ,75.0,3.779,283.43,FC207470
FUEL00072684,TRIP00023542,TRK00051,DRV00037,2022-10-29 19:00:00,Phoenix,NV,73.4,3.546,260.28,FC171977
FUEL00072685,TRIP00013193,TRK00060,DRV00045,2022-06-19 05:00:00,Philadelphia,NC,195.5,3.545,693.05,FC428108
FUEL00072686,TRIP00044506,TRK00105,DRV00075,2023-07-27 03:00:00,Portland,OR,144.9,3.898,564.82,FC378915
FUEL00072687,TRIP00025858,TRK00014,DRV00033,2022-11-27 11:00:00,Atlanta,MO,131.1,4.104,538.03,FC791617
FUEL00072688,TRIP00012398,TRK00033,DRV00045,2022-06-08 00:00:00,Memphis,OH,189.8,4.246,805.89,FC943673
FUEL00072689,TRIP00035326,TRK00014,DRV00119,2023-03-29 00:00:00,Miami,NC,195.5,3.993,780.63,FC651556
FUEL00072690,TRIP00023990,,DRV00043,2022-11-02 15:00:00,Minneapolis,TX,107.2,4.224,452.81,FC837798
FUEL00072691,TRIP00025520,TRK00086,DRV00006,2022-11-22 04:00:00,Salt Lake City,FL,127.5,4.521,576.43,FC104972
FUEL00072692,TRIP00080530,TRK00009,DRV00126,2024-10-29 10:00:00,Chicago,WI,155.3,3.571,554.58,FC243600
FUEL00072693,TRIP00050670,TRK00010,DRV00060,2023-10-15 18:00:00,Kansas City,NE,174.9,3.373,589.94,FC688510
FUEL00072694,TRIP00009118,TRK00060,DRV00070,2022-04-27 09:00:00,Charlotte,NV,78.1,4.933,385.27,FC605926
FUEL00072695,TRIP00050205,TRK00050,DRV00138,2023-10-10 22:00:00,New York,WA,196.6,3.806,748.26,FC277561
FUEL00072696,TRIP00060342,,DRV00077,2024-02-15 02:00:00,Memphis,IN,87.6,3.863,338.4,FC445459
FUEL00072697,TRIP00067896,TRK00053,DRV00066,2024-05-24 09:00:00,New York,NE,160.9,4.042,650.36,FC546812
FUEL00072698,TRIP00014666,TRK00082,DRV00057,2022-07-08 03:00:00,Columbus,MO,101.8,3.865,393.46,FC527725
FUEL00072699,TRIP00014510,TRK00063,DRV00057,2022-07-06 06:00:00,Nashville,NE,186.0,3.98,740.28,FC655724
FUEL00072700,TRIP00025655,TRK00076,DRV00004,2022-11-24 20:00:00,Minneapolis,IN,146.1,4.771,697.04,FC360661
FUEL00072701,TRIP00065256,TRK00120,DRV00110,2024-04-20 17:00:00,Seattle,CA,161.9,3.3,534.27,FC988931
FUEL00072702,TRIP00063599,TRK00076,DRV00020,2024-03-28 04:00:00,Phoenix,WA,200.0,3.691,738.2,FC736077
